distribution,method,seed,rotation,base_dcor,rotation_dcor,difference
e,ZCA,1,9,0.1386905331704406,0.13386430156854331,-0.004826231601897296
e,ZCA,1,10,0.1386905331704406,0.14144793654799212,0.0027574033775515094
e,ZCA,1,11,0.1386905331704406,0.14076697799044807,0.0020764448200074614
e,ZCA,1,12,0.1386905331704406,0.13418924363778512,-0.004501289532655495
e,ZCA,1,13,0.1386905331704406,0.1321395658490738,-0.006550967321366813
e,ZCA,1,14,0.1386905331704406,0.13092082219068812,-0.007769710979752487
e,ZCA,1,15,0.1386905331704406,0.13570651935500583,-0.002984013815434783
e,ZCA,1,16,0.1386905331704406,0.1371675288377426,-0.0015230043326980025
e,ZCA,1,17,0.1386905331704406,0.13499761897612575,-0.0036929141943148613
e,ZCA,1,18,0.1386905331704406,0.13823953113696047,-0.00045100203348014123
e,ZCA,1,19,0.1386905331704406,0.1389960617656849,0.00030552859524429765
e,ZCA,1,20,0.1386905331704406,0.13344797911675932,-0.005242554053681292
e,ZCA,1,21,0.1386905331704406,0.13382414390093395,-0.004866389269506666
e,ZCA,1,22,0.1386905331704406,0.13228210816816932,-0.00640842500227129
e,ZCA,1,23,0.1386905331704406,0.13379432893502358,-0.004896204235417034
e,ZCA,1,24,0.1386905331704406,0.1360645899720615,-0.0026259431983791104
e,ZCA,1,25,0.1386905331704406,0.14323207428767878,0.004541541117238174
e,ZCA,1,26,0.1386905331704406,0.14010032835623368,0.0014097951857930668
e,ZCA,1,27,0.1386905331704406,0.1357318396284721,-0.00295869354196851
e,ZCA,1,28,0.1386905331704406,0.13233224127606102,-0.006358291894379586
e,ZCA,1,29,0.1386905331704406,0.1334598388906323,-0.005230694279808323
e,ZCA,1,30,0.1386905331704406,0.13074511799097782,-0.00794541517946279
e,ZCA,1,31,0.1386905331704406,0.13422430872355606,-0.004466224446884548
